sire dam progeny value trait
6	2	1	72	fec
6	2	1	5	mass
6	2	2	75	fec
6	2	2	5	mass
6	2	3	75	fec
6	2	3	4.6	mass
6	2	4	77	fec
6	2	4	5.5	mass
6	2	5	63	fec
6	2	5	4.8	mass
6	3	1	54	fec
6	3	1	3.9	mass
6	3	2	40	fec
6	3	2	3.1	mass
6	3	3	58	fec
6	3	3	4.2	mass
6	3	4	52	fec
6	3	4	4.4	mass
6	3	5	53	fec
6	3	5	4.1	mass
6	4	1	63	fec
6	4	1	5	mass
6	4	2	57	fec
6	4	2	3.8	mass
6	4	3	36	fec
6	4	3	3.2	mass
6	4	4	20	fec
6	4	4	4.3	mass
6	4	5	49	fec
6	4	5	4.9	mass
6	5	1	67	fec
6	5	1	4.4	mass
6	5	2	85	fec
6	5	2	5.8	mass
6	5	3	46	fec
6	5	3	4.7	mass
6	5	4	68	fec
6	5	4	4.8	mass
6	5	5	44	fec
6	5	5	5	mass
7	1	1	32	fec
7	1	1	5.3	mass
7	1	2	64	fec
7	1	2	4.7	mass
7	1	3	72	fec
7	1	3	5.7	mass
7	1	4	40	fec
7	1	4	3.9	mass
7	1	5	40	fec
7	1	5	5.4	mass
7	2	1	70	fec
7	2	1	5	mass
7	2	2	19	fec
7	2	2	4.9	mass
7	2	3	31	fec
7	2	3	4.1	mass
7	2	4	66	fec
7	2	4	5	mass
7	2	5	53	fec
7	2	5	5.3	mass
7	3	1	63	fec
7	3	1	4.7	mass
7	3	2	50	fec
7	3	2	4.8	mass
7	3	3	78	fec
7	3	3	5.2	mass
7	3	4	77	fec
7	3	4	6.3	mass
7	3	5	48	fec
7	3	5	4.3	mass
7	4	1	73	fec
7	4	1	5.4	mass
7	4	2	67	fec
7	4	2	4.9	mass
7	4	3	57	fec
7	4	3	4.2	mass
7	4	4	33	fec
7	4	4	5.1	mass
7	4	5	53	fec
7	4	5	4	mass
7	5	1	79	fec
7	5	1	5.3	mass
7	5	2	68	fec
7	5	2	4.8	mass
7	5	3	39	fec
7	5	3	4.6	mass
7	5	4	48	fec
7	5	4	4.8	mass
7	5	5	58	fec
7	5	5	5.1	mass
8	1	1	56	fec
8	1	1	4.6	mass
8	1	2	36	fec
8	1	2	3.3	mass
8	1	3	40	fec
8	1	3	4.1	mass
8	1	4	60	fec
8	1	4	4.6	mass
8	1	5	51	fec
8	1	5	3.8	mass
8	2	1	63	fec
8	2	1	4.3	mass
8	2	2	73	fec
8	2	2	4.7	mass
8	2	3	51	fec
8	2	3	3.8	mass
8	2	4	74	fec
8	2	4	4.8	mass
8	2	5	64	fec
8	2	5	4.5	mass
8	3	1	48	fec
8	3	1	4.2	mass
8	3	2	28	fec
8	3	2	4	mass
8	3	3	32	fec
8	3	3	3.6	mass
8	3	4	50	fec
8	3	4	4.1	mass
8	3	5	44	fec
8	3	5	3.4	mass
8	4	1	79	fec
8	4	1	4.6	mass
8	4	2	27	fec
8	4	2	2.4	mass
8	4	3	17	fec
8	4	3	4.4	mass
8	4	4	41	fec
8	4	4	4	mass
8	4	5	30	fec
8	4	5	5.7	mass
9	1	1	51	fec
9	1	1	3.3	mass
9	1	2	48	fec
9	1	2	4	mass
9	1	3	78	fec
9	1	3	5.2	mass
9	1	4	31	fec
9	1	4	3.9	mass
9	1	5	53	fec
9	1	5	3.7	mass
9	2	1	65	fec
9	2	1	3.8	mass
9	2	2	40	fec
9	2	2	3.5	mass
9	2	3	46	fec
9	2	3	4.1	mass
9	2	4	39	fec
9	2	4	4.7	mass
9	2	5	58	fec
9	2	5	3.9	mass
9	3	1	72	fec
9	3	1	4.4	mass
9	3	2	52	fec
9	3	2	3.7	mass
9	3	3	56	fec
9	3	3	3.7	mass
9	3	4	61	fec
9	3	4	3.9	mass
9	3	5	46	fec
9	3	5	3.3	mass
9	4	1	28	fec
9	4	1	4.3	mass
9	4	2	25	fec
9	4	2	4.4	mass
9	4	3	63	fec
9	4	3	4.2	mass
9	4	4	20	fec
9	4	4	4.9	mass
9	4	5	26	fec
9	4	5	4.2	mass
10	1	1	35	fec
10	1	1	4.1	mass
10	1	2	60	fec
10	1	2	4.6	mass
10	1	3	17	fec
10	1	3	4.4	mass
10	1	4	65	fec
10	1	4	4.5	mass
10	1	5	31	fec
10	1	5	4.6	mass
10	2	1	78	fec
10	2	1	4.7	mass
10	2	2	74	fec
10	2	2	4.9	mass
10	2	3	72	fec
10	2	3	5.3	mass
10	2	4	72	fec
10	2	4	5.1	mass
10	2	5	71	fec
10	2	5	6.4	mass
10	3	1	69	fec
10	3	1	4.5	mass
10	3	2	76	fec
10	3	2	5	mass
10	3	3	54	fec
10	3	3	4.5	mass
10	3	4	69	fec
10	3	4	5.2	mass
10	3	5	51	fec
10	3	5	4.8	mass
10	4	1	79	fec
10	4	1	5.5	mass
10	4	2	84	fec
10	4	2	5.3	mass
10	4	3	85	fec
10	4	3	5.2	mass
10	4	4	51	fec
10	4	4	6.2	mass
10	4	5	73	fec
10	4	5	6.8	mass
11	1	1	76	fec
11	1	1	4.3	mass
11	1	2	56	fec
11	1	2	4.4	mass
11	1	3	80	fec
11	1	3	4.6	mass
11	1	4	74	fec
11	1	4	5.2	mass
11	1	5	54	fec
11	1	5	4	mass
11	2	1	69	fec
11	2	1	4	mass
11	2	2	72	fec
11	2	2	4.6	mass
11	2	3	68	fec
11	2	3	4.4	mass
11	2	4	81	fec
11	2	4	4.7	mass
11	2	5	45	fec
11	2	5	3.6	mass
11	3	1	43	fec
11	3	1	3.8	mass
11	3	2	40	fec
11	3	2	3.6	mass
11	3	3	48	fec
11	3	3	4.4	mass
11	3	4	45	fec
11	3	4	3.4	mass
11	3	5	74	fec
11	3	5	5.3	mass
11	4	1	58	fec
11	4	1	4.1	mass
11	4	2	47	fec
11	4	2	3.8	mass
11	4	3	63	fec
11	4	3	4	mass
11	4	4	45	fec
11	4	4	3.2	mass
11	4	5	45	fec
11	4	5	5	mass
11	5	1	62	fec
11	5	1	4.8	mass
11	5	2	72	fec
11	5	2	4.1	mass
11	5	3	63	fec
11	5	3	5.1	mass
11	5	4	47	fec
11	5	4	3.8	mass
11	5	5	64	fec
11	5	5	6.1	mass
12	1	1	72	fec
12	1	1	6.3	mass
12	1	2	47	fec
12	1	2	4	mass
12	1	3	56	fec
12	1	3	4.9	mass
12	1	4	37	fec
12	1	4	4.5	mass
12	1	5	65	fec
12	1	5	4.8	mass
12	2	1	47	fec
12	2	1	5	mass
12	2	2	52	fec
12	2	2	4.9	mass
12	2	3	59	fec
12	2	3	5.4	mass
12	2	4	51	fec
12	2	4	4.6	mass
12	2	5	25	fec
12	2	5	3.8	mass
12	3	1	49	fec
12	3	1	5.2	mass
12	3	2	48	fec
12	3	2	4.7	mass
12	3	3	70	fec
12	3	3	4.8	mass
12	3	4	52	fec
12	3	4	4.4	mass
12	3	5	67	fec
12	3	5	5.4	mass
12	4	1	54	fec
12	4	1	5.6	mass
12	4	2	58	fec
12	4	2	4.6	mass
12	4	3	54	fec
12	4	3	4.7	mass
12	4	4	64	fec
12	4	4	5.3	mass
12	4	5	56	fec
12	4	5	5	mass
12	5	1	44	fec
12	5	1	4.9	mass
12	5	2	70	fec
12	5	2	5.6	mass
12	5	3	47	fec
12	5	3	4.4	mass
12	5	4	41	fec
12	5	4	3.9	mass
12	5	5	45	fec
12	5	5	5.3	mass
13	1	1	48	fec
13	1	1	3.7	mass
13	1	2	55	fec
13	1	2	3.5	mass
13	1	3	22	fec
13	1	3	4	mass
13	1	4	61	fec
13	1	4	3.8	mass
13	1	5	57	fec
13	1	5	4.1	mass
13	2	1	43	fec
13	2	1	4.7	mass
13	2	2	44	fec
13	2	2	3.7	mass
13	2	3	30	fec
13	2	3	3.9	mass
13	2	4	42	fec
13	2	4	2.8	mass
13	2	5	25	fec
13	2	5	4.1	mass
13	3	1	58	fec
13	3	1	4.1	mass
13	3	2	55	fec
13	3	2	4.3	mass
13	3	3	55	fec
13	3	3	4.6	mass
13	3	4	46	fec
13	3	4	4.6	mass
13	3	5	50	fec
13	3	5	4.6	mass
13	4	1	82	fec
13	4	1	5.3	mass
13	4	2	94	fec
13	4	2	4.8	mass
13	4	3	43	fec
13	4	3	5	mass
13	4	4	38	fec
13	4	4	5	mass
13	4	5	19	fec
13	4	5	4.2	mass
13	5	1	81	fec
13	5	1	4.4	mass
13	5	2	84	fec
13	5	2	4.7	mass
13	5	3	46	fec
13	5	3	3.7	mass
13	5	4	81	fec
13	5	4	4.5	mass
13	5	5	48	fec
13	5	5	4.2	mass
14	1	1	28	fec
14	1	1	5.7	mass
14	1	2	55	fec
14	1	2	5.8	mass
14	1	3	27	fec
14	1	3	5.3	mass
14	1	4	48	fec
14	1	4	4.3	mass
14	1	5	52	fec
14	1	5	5.2	mass
14	2	1	39	fec
14	2	1	3.9	mass
14	2	2	48	fec
14	2	2	4.7	mass
14	2	3	30	fec
14	2	3	5.5	mass
14	2	4	51	fec
14	2	4	4.8	mass
14	2	5	43	fec
14	2	5	4	mass
14	3	1	24	fec
14	3	1	4.4	mass
14	3	2	20	fec
14	3	2	4.8	mass
14	3	3	14	fec
14	3	3	4	mass
14	3	4	18	fec
14	3	4	3.8	mass
14	3	5	48	fec
14	3	5	3.9	mass
14	4	1	60	fec
14	4	1	4.5	mass
14	4	2	45	fec
14	4	2	4	mass
14	4	3	57	fec
14	4	3	5.5	mass
14	4	4	38	fec
14	4	4	4.9	mass
14	4	5	62	fec
14	4	5	5.1	mass
14	5	1	52	fec
14	5	1	4.5	mass
14	5	2	58	fec
14	5	2	4.5	mass
14	5	3	54	fec
14	5	3	5.6	mass
14	5	4	64	fec
14	5	4	5.1	mass
14	5	5	49	fec
14	5	5	4.5	mass
15	1	1	88	fec
15	1	1	5.2	mass
15	1	2	48	fec
15	1	2	4.4	mass
15	1	3	48	fec
15	1	3	3.6	mass
15	1	4	61	fec
15	1	4	4.7	mass
15	1	5	41	fec
15	1	5	3.9	mass
15	2	1	64	fec
15	2	1	4.3	mass
15	2	2	78	fec
15	2	2	5.5	mass
15	2	3	67	fec
15	2	3	4.5	mass
15	2	4	71	fec
15	2	4	5.1	mass
15	2	5	59	fec
15	2	5	4.5	mass
15	3	1	64	fec
15	3	1	5	mass
15	3	2	59	fec
15	3	2	4.9	mass
15	3	3	51	fec
15	3	3	5.3	mass
15	3	4	67	fec
15	3	4	4.8	mass
15	3	5	72	fec
15	3	5	6	mass
15	4	1	86	fec
15	4	1	4.9	mass
15	4	2	81	fec
15	4	2	5.9	mass
15	4	3	71	fec
15	4	3	6.1	mass
15	4	4	86	fec
15	4	4	5.6	mass
15	4	5	73	fec
15	4	5	4.8	mass
15	5	1	75	fec
15	5	1	6.3	mass
15	5	2	61	fec
15	5	2	5.6	mass
15	5	3	42	fec
15	5	3	5.1	mass
15	5	4	65	fec
15	5	4	5.3	mass
15	5	5	58	fec
15	5	5	4.9	mass
16	1	1	50	fec
16	1	1	4	mass
16	1	2	23	fec
16	1	2	4.5	mass
16	1	3	74	fec
16	1	3	5	mass
16	1	4	64	fec
16	1	4	4.3	mass
16	1	5	51	fec
16	1	5	4.3	mass
16	2	1	74	fec
16	2	1	5.3	mass
16	2	2	68	fec
16	2	2	4.7	mass
16	2	3	61	fec
16	2	3	3.8	mass
16	2	4	60	fec
16	2	4	4	mass
16	2	5	60	fec
16	2	5	4.3	mass
16	3	1	72	fec
16	3	1	4.8	mass
16	3	2	62	fec
16	3	2	4.5	mass
16	3	3	68	fec
16	3	3	4.4	mass
16	3	4	78	fec
16	3	4	5.2	mass
16	3	5	63	fec
16	3	5	4.7	mass
16	4	1	68	fec
16	4	1	3.9	mass
16	4	2	72	fec
16	4	2	4	mass
16	4	3	61	fec
16	4	3	3.5	mass
16	4	4	56	fec
16	4	4	4.1	mass
16	4	5	73	fec
16	4	5	4.8	mass
17	1	1	14	fec
17	1	1	3.7	mass
17	1	2	26	fec
17	1	2	4.9	mass
17	1	3	44	fec
17	1	3	3.4	mass
17	1	4	34	fec
17	1	4	3.9	mass
17	1	5	51	fec
17	1	5	4.4	mass
17	2	1	57	fec
17	2	1	4.3	mass
17	2	2	75	fec
17	2	2	6.6	mass
17	2	3	45	fec
17	2	3	3.3	mass
17	2	4	68	fec
17	2	4	5.6	mass
17	2	5	77	fec
17	2	5	5.2	mass
17	3	1	51	fec
17	3	1	5.1	mass
17	3	2	35	fec
17	3	2	5.4	mass
17	3	3	61	fec
17	3	3	5.3	mass
17	3	4	34	fec
17	3	4	5.4	mass
17	3	5	57	fec
17	3	5	4.7	mass
17	4	1	62	fec
17	4	1	5.2	mass
17	4	2	49	fec
17	4	2	3.8	mass
17	4	3	40	fec
17	4	3	4.9	mass
17	4	4	45	fec
17	4	4	4.9	mass
17	4	5	55	fec
17	4	5	4.6	mass
17	5	1	65	fec
17	5	1	4.7	mass
17	5	2	24	fec
17	5	2	3.4	mass
17	5	3	19	fec
17	5	3	4.8	mass
17	5	4	28	fec
17	5	4	3.6	mass
17	5	5	68	fec
17	5	5	4.7	mass
18	1	1	28	fec
18	1	1	3.8	mass
18	1	2	42	fec
18	1	2	3.3	mass
18	1	3	19	fec
18	1	3	3.4	mass
18	1	4	24	fec
18	1	4	5	mass
18	1	5	15	fec
18	1	5	2.7	mass
18	2	1	80	fec
18	2	1	5.7	mass
18	2	2	57	fec
18	2	2	3.8	mass
18	2	3	76	fec
18	2	3	4.7	mass
18	2	4	30	fec
18	2	4	4.7	mass
18	2	5	72	fec
18	2	5	5.6	mass
18	3	1	61	fec
18	3	1	4.1	mass
18	3	2	46	fec
18	3	2	3.6	mass
18	3	3	50	fec
18	3	3	4.1	mass
18	3	4	64	fec
18	3	4	3.8	mass
18	3	5	41	fec
18	3	5	4	mass
18	4	1	71	fec
18	4	1	4.3	mass
18	4	2	59	fec
18	4	2	4.8	mass
18	4	3	58	fec
18	4	3	4.1	mass
18	4	4	61	fec
18	4	4	4	mass
18	4	5	70	fec
18	4	5	4.6	mass
19	1	1	73	fec
19	1	1	5	mass
19	1	2	63	fec
19	1	2	4.2	mass
19	1	3	58	fec
19	1	3	4.1	mass
19	1	4	64	fec
19	1	4	4	mass
19	1	5	72	fec
19	1	5	5.2	mass
19	2	1	66	fec
19	2	1	4.4	mass
19	2	2	61	fec
19	2	2	3.5	mass
19	2	3	85	fec
19	2	3	4.2	mass
19	2	4	32	fec
19	2	4	4.6	mass
19	2	5	48	fec
19	2	5	4	mass
19	3	1	68	fec
19	3	1	4.7	mass
19	3	2	62	fec
19	3	2	4.4	mass
19	3	3	60	fec
19	3	3	3.8	mass
19	3	4	62	fec
19	3	4	5	mass
19	3	5	52	fec
19	3	5	4.4	mass
19	4	1	70	fec
19	4	1	4	mass
19	4	2	71	fec
19	4	2	4.9	mass
19	4	3	44	fec
19	4	3	3.6	mass
19	4	4	63	fec
19	4	4	4.4	mass
19	5	1	64	fec
19	5	1	4.6	mass
19	5	2	62	fec
19	5	2	4.4	mass
19	5	3	53	fec
19	5	3	4.9	mass
19	5	4	62	fec
19	5	4	4.4	mass
19	5	5	55	fec
19	5	5	4.5	mass
20	1	1	55	fec
20	1	1	4	mass
20	1	2	86	fec
20	1	2	7	mass
20	1	3	71	fec
20	1	3	4.5	mass
20	1	4	62	fec
20	1	4	5	mass
20	1	5	48	fec
20	1	5	4.8	mass
20	2	1	57	fec
20	2	1	4.6	mass
20	2	2	51	fec
20	2	2	4.4	mass
20	2	3	66	fec
20	2	3	4.8	mass
20	2	4	38	fec
20	2	4	4	mass
20	2	5	68	fec
20	2	5	5.5	mass
20	3	1	22	fec
20	3	1	4.6	mass
20	3	2	18	fec
20	3	2	5.9	mass
20	3	3	6	fec
20	3	3	5.5	mass
20	3	4	20	fec
20	3	4	4.2	mass
20	3	5	4	fec
20	3	5	4.5	mass
20	4	1	56	fec
20	4	1	3.9	mass
20	4	2	57	fec
20	4	2	4.9	mass
20	4	3	64	fec
20	4	3	5	mass
20	4	4	54	fec
20	4	4	4	mass
20	4	5	58	fec
20	4	5	4.8	mass
21	1	1	58	fec
21	1	1	4.1	mass
21	1	2	81	fec
21	1	2	5.7	mass
21	1	3	74	fec
21	1	3	5.3	mass
21	1	4	62	fec
21	1	4	4.1	mass
21	1	5	58	fec
21	1	5	4.7	mass
21	2	1	69	fec
21	2	1	4.9	mass
21	2	2	74	fec
21	2	2	6.2	mass
21	2	3	58	fec
21	2	3	5	mass
21	2	4	64	fec
21	2	4	4.5	mass
21	2	5	59	fec
21	2	5	5.5	mass
21	3	1	47	fec
21	3	1	4.9	mass
21	3	2	65	fec
21	3	2	5.2	mass
21	3	3	28	fec
21	3	3	5.1	mass
21	3	4	58	fec
21	3	4	4	mass
21	3	5	64	fec
21	3	5	4.5	mass
21	4	1	80	fec
21	4	1	4.7	mass
21	4	2	83	fec
21	4	2	4	mass
21	4	3	69	fec
21	4	3	4.8	mass
21	4	4	62	fec
21	4	4	5	mass
21	4	5	59	fec
21	4	5	5.3	mass
22	1	1	68	fec
22	1	1	4.5	mass
22	1	2	39	fec
22	1	2	5.2	mass
22	1	3	40	fec
22	1	3	4.8	mass
22	1	4	60	fec
22	1	4	4.7	mass
22	1	5	45	fec
22	1	5	3.7	mass
22	2	1	80	fec
22	2	1	5	mass
22	2	2	70	fec
22	2	2	5	mass
22	2	3	81	fec
22	2	3	5.2	mass
22	2	4	61	fec
22	2	4	5.2	mass
22	2	5	67	fec
22	2	5	4.9	mass
22	3	1	60	fec
22	3	1	5.8	mass
22	3	2	64	fec
22	3	2	5.3	mass
22	3	3	46	fec
22	3	3	4.4	mass
22	3	4	60	fec
22	3	4	5.7	mass
22	3	5	59	fec
22	3	5	4.8	mass
22	4	1	71	fec
22	4	1	5	mass
22	4	2	68	fec
22	4	2	5.2	mass
22	4	3	78	fec
22	4	3	5.4	mass
22	4	4	60	fec
22	4	4	4.4	mass
22	4	5	58	fec
22	4	5	5.6	mass
22	5	1	66	fec
22	5	1	5.1	mass
22	5	2	53	fec
22	5	2	4.1	mass
22	5	3	65	fec
22	5	3	5	mass
22	5	4	25	fec
22	5	4	4.5	mass
22	5	5	58	fec
22	5	5	4.8	mass
23	1	1	73	fec
23	1	1	5.1	mass
23	1	2	64	fec
23	1	2	5.7	mass
23	1	3	64	fec
23	1	3	6.1	mass
23	1	4	64	fec
23	1	4	6	mass
23	1	5	87	fec
23	1	5	7.2	mass
23	2	1	36	fec
23	2	1	4.9	mass
23	2	2	73	fec
23	2	2	6.1	mass
23	2	3	42	fec
23	2	3	3.6	mass
23	2	4	68	fec
23	2	4	5.3	mass
23	2	5	52	fec
23	2	5	5.2	mass
23	3	1	65	fec
23	3	1	4.9	mass
23	3	2	76	fec
23	3	2	4.6	mass
23	3	3	59	fec
23	3	3	5.1	mass
23	3	4	45	fec
23	3	4	4.6	mass
23	3	5	67	fec
23	3	5	5.3	mass
23	4	1	54	fec
23	4	1	5.6	mass
23	4	2	50	fec
23	4	2	3.6	mass
23	4	3	50	fec
23	4	3	4.8	mass
23	4	4	60	fec
23	4	4	3.9	mass
23	4	5	59	fec
23	4	5	5.2	mass
23	5	1	101	fec
23	5	1	6.3	mass
23	5	2	96	fec
23	5	2	5.2	mass
23	5	3	104	fec
23	5	3	5.1	mass
23	5	4	97	fec
23	5	4	5.7	mass
23	5	5	79	fec
23	5	5	5.5	mass
24	1	1	74	fec
24	1	1	4.3	mass
24	1	2	93	fec
24	1	2	5.2	mass
24	1	3	93	fec
24	1	3	5.5	mass
24	1	4	101	fec
24	1	4	5.9	mass
24	1	5	86	fec
24	1	5	5.1	mass
24	2	1	77	fec
24	2	1	5.3	mass
24	2	2	59	fec
24	2	2	3.4	mass
24	2	3	82	fec
24	2	3	5.4	mass
24	2	4	82	fec
24	2	4	5.1	mass
24	2	5	68	fec
24	2	5	5.1	mass
24	3	1	31	fec
24	3	1	4.7	mass
24	3	2	57	fec
24	3	2	5.6	mass
24	3	3	52	fec
24	3	3	6.5	mass
24	3	4	39	fec
24	3	4	4.6	mass
24	3	5	39	fec
24	3	5	5.4	mass
24	4	1	81	fec
24	4	1	4.9	mass
24	4	2	86	fec
24	4	2	4.8	mass
24	4	3	77	fec
24	4	3	4.3	mass
24	4	4	65	fec
24	4	4	3.9	mass
24	4	5	80	fec
24	4	5	4.6	mass
