Animal,Sex,Phe
80472,2,3.727780580521
80473,1,7.078848838806
80474,2,4.88441824913
80475,1,9.923087120056
80476,2,5.768965244293
80477,1,9.050321102142
80478,2,4.279251694679
80479,1,10.509174346924
80480,2,7.13431596756
80481,1,6.075430750847
80482,2,5.403138160706
80483,1,9.552072525024
80484,2,3.87074136734
80485,1,7.862250328064
80486,2,6.395750999451
80487,1,7.973690986633
80488,2,6.774452209473
80489,1,7.023983955383
80490,2,6.071781635284
80491,1,6.877014398575
80492,2,5.128211021423
80493,1,7.016478776932
80494,2,3.755373358727
80495,1,9.248712539673
80496,2,7.752781867981
80497,1,10.515083312988
80498,2,3.223474025726
80499,1,7.79069685936
80500,2,5.637367486954
80501,1,7.603900432587
80502,2,5.298181533813
80503,1,8.972761154175
80504,2,5.507817029953
80505,1,9.670699596405
80506,2,6.239977121353
80507,1,9.446241378784
80508,2,5.799675703049
80509,1,6.182103395462
80510,2,5.561009407043
80511,1,7.938705921173
80512,2,5.301414966583
80513,1,10.718360900879
80514,2,4.965683937073
80515,1,8.392221450806
80516,2,4.451066017151
80517,1,7.597834825516
80518,2,6.363476276398
80519,1,9.106320381165
80520,2,5.488721132278
80521,1,7.378271102905
80522,2,6.693245410919
80523,1,8.197856903076
80524,2,7.304649829865
80525,1,9.017675876617
80526,2,5.061361312866
80527,1,8.372208833694
80528,2,5.926300525665
80529,1,9.068758964539
80530,2,3.320023536682
80531,1,11.936163902283
80532,2,4.49369931221
80533,1,4.245741486549
80534,2,5.007323265076
80535,1,8.101411819458
80536,2,5.748725891113
80537,1,7.821805953979
80538,2,3.497455000877
80539,1,7.882655382156
80540,2,4.58112859726
80541,1,9.916949272156
80542,2,5.778825521469
80543,1,8.608046770096
80544,2,6.412524461746
80545,1,9.941624641418
80546,2,4.699560642242
80547,1,9.399955749512
80548,2,5.860069513321
80549,1,9.544862270355
80550,2,5.105806827545
80551,1,8.035299777985
80552,2,7.626340389252
80553,1,9.747909545898
80554,2,5.131244421005
80555,1,11.089279174805
80556,2,8.172090530396
80557,1,11.344044208527
80558,2,7.045247554779
80559,1,8.308022737503
80560,2,7.261516094208
80561,1,6.514341115952
80562,2,6.080229759216
80563,1,9.715930461884
80564,2,6.681210041046
80565,1,8.298805475235
80566,2,6.172211170197
80567,1,6.915987372398
80568,2,4.910885810852
80569,1,8.944750547409
80570,2,6.887075424194
80571,1,10.055994033813
80572,2,7.247447967529
80573,1,8.594242334366
80574,2,7.578074455261
80575,1,7.773810386658
80576,2,4.090086579323
80577,1,6.946441888809
80578,2,3.928593754768
80579,1,7.038140773773
80580,2,3.963103294373
80581,1,7.232387542725
80582,2,3.988924860954
80583,1,8.869585990906
80584,2,5.916301250458
80585,1,9.394022464752
80586,2,5.833293914795
80587,1,8.037705898285
80588,2,5.593365192413
80589,1,8.216851711273
80590,2,7.48396730423
80591,1,6.792979836464
80592,2,5.181684017181
80593,1,8.533843755722
80594,2,6.564067363739
80595,1,7.761736631393
80596,2,4.307669878006
80597,1,7.376616239548
80598,2,5.909414768219
80599,1,8.009626865387
80600,2,4.703473806381
80601,1,8.469630479813
80602,2,5.626290082932
80603,1,9.357817649841
80604,2,4.579049348831
80605,1,6.410211801529
80606,2,5.419942378998
80607,1,8.637150764465
80608,2,4.625649452209
80609,1,7.520243644714
80610,2,7.494197845459
80611,1,8.284942388535
80612,2,4.633063793182
80613,1,8.35750579834
80614,2,5.81302690506
80615,1,9.182547569275
80616,2,4.956019878387
80617,1,8.252410411835
80618,2,6.471867799759
80619,1,7.973391771317
80620,2,6.3866751194
80621,1,8.466372728348
80622,2,6.214817762375
80623,1,9.076200008392
80624,2,7.560997009277
80625,1,7.24703669548
80626,2,5.369939088821
80627,1,9.896615505219
80628,2,6.692500114441
80629,1,8.035341024399
80630,2,3.70285820961
80631,1,9.057991027832
80632,2,6.992792129517
80633,1,6.594313263893
80634,2,7.464576244354
80635,1,6.916915178299
80636,2,5.386573791504
80637,1,7.070089578629
80638,2,5.085111618042
80639,1,9.442272663116
80640,2,6.362878322601
80641,1,8.726581335068
80642,2,4.383616685867
80643,1,6.906428813934
80644,2,6.020966529846
80645,1,10.280352592468
80646,2,6.862882614136
80647,1,9.00007724762
80648,2,4.568314313889
80649,1,9.33126449585
80650,2,5.742537260056
80651,1,7.286562204361
80652,2,7.482085227966
80653,1,7.503640174866
80654,2,5.844990491867
80655,1,10.253904819489
80656,2,5.520287513733
80657,1,7.426584005356
80658,2,6.205224752426
80659,1,5.328779459
80660,2,5.462161540985
80661,1,5.820021867752
80662,2,5.297323703766
80663,1,5.609485149384
80664,2,6.481569290161
80665,1,9.673335075378
80666,2,7.087157249451
80667,1,8.022640705109
80668,2,5.848912715912
80669,1,9.113484382629
80670,2,4.596070051193
80671,1,8.771180152893
80672,2,7.123719215393
80673,1,7.135950803757
80674,2,4.906078338623
80675,1,10.26539182663
80676,2,5.229208946228
80677,1,8.564056873322
80678,2,5.059584140778
80679,1,9.234855651855
80680,2,6.271453619003
80681,1,8.153443574905
80682,2,4.679998636246
80683,1,6.222050905228
80684,2,4.0789706707
80685,1,7.517181634903
80686,2,4.699489116669
80687,1,7.869349479675
80688,2,5.573246479034
80689,1,9.748073577881
80690,2,5.38153553009
80691,1,8.888408184052
80692,2,6.419892549515
80693,1,6.809675335884
80694,2,4.410539865494
80695,1,8.587120771408
80696,2,4.943341493607
80697,1,7.606159210205
80698,2,5.147384166718
80699,1,6.89901804924
80700,2,7.5221824646
80701,1,8.049970626831
80702,2,5.858395338058
80703,1,9.159863471985
80704,2,7.35192155838
80705,1,8.807525157928
80706,2,6.341678142548
80707,1,8.26709485054
80708,2,5.144840717316
80709,1,9.298691272736
80710,2,4.214561700821
80711,1,6.403025388718
80712,2,4.222862362862
80713,1,6.969546914101
80714,2,6.754223823547
80715,1,6.831484436989
80716,2,3.676869153976
80717,1,8.523426294327
80718,2,6.822164058685
80719,1,7.292089939117
80720,2,3.575619697571
80721,1,7.077726364136
80722,2,4.15775680542
80723,1,7.98699593544
80724,2,5.082200288773
80725,1,8.21729183197
80726,2,2.910596847534
80727,1,8.90228509903
80728,2,6.013767957687
80729,1,10.132247447968
80730,2,5.473277568817
80731,1,7.84715795517
80732,2,3.841437458992
80733,1,10.937256813049
80734,2,6.302919626236
80735,1,7.726143360138
80736,2,6.150685310364
80737,1,8.035053253174
80738,2,5.616559505463
80739,1,7.968177080154
80740,2,4.363734483719
80741,1,7.343373298645
80742,2,5.172920227051
80743,1,8.570481538773
80744,2,4.72812795639
80745,1,8.781410217285
80746,2,2.174781084061
80747,1,8.566326618195
80748,2,5.5099568367
80749,1,6.477376461029
80750,2,6.685591697693
80751,1,6.841362953186
80752,2,7.806014537811
80753,1,6.838670015335
80754,2,4.773440599442
80755,1,6.347914934158
80756,2,7.427771091461
80757,1,5.787170529366
80758,2,5.00455737114
80759,1,9.866907119751
80760,2,7.428690433502
80761,1,10.008224487305
80762,2,4.281894683838
80763,1,6.910335540771
80764,2,6.902488231659
80765,1,9.8598279953
80766,2,4.51456451416
80767,1,10.041731357574
80768,2,5.567175149918
80769,1,8.630019664764
80770,2,7.398818969727
80771,1,9.142809391022
80772,2,6.84126996994
80773,1,6.909909009933
80774,2,3.572612404823
80775,1,6.974414587021
80776,2,5.77525639534
80777,1,7.566069126129
80778,2,2.530975341797
80779,1,7.991807699203
80780,2,3.820557832718
80781,1,6.541509747505
80782,2,6.455415964127
80783,1,10.578593254089
80784,2,6.279520511627
80785,1,6.623550653458
80786,2,2.077470064163
80787,1,8.120693683624
80788,2,5.700963020325
80789,1,5.76795810461
80790,2,5.083368778229
80791,1,9.778791427612
80792,2,4.741258144379
80793,1,7.234825849533
80794,2,6.669294834137
80795,1,9.042235851288
80796,2,6.961219787598
80797,1,8.946768522263
80798,2,7.449766159058
80799,1,7.95968580246
80800,2,4.280423879623
80801,1,7.241529464722
80802,2,5.232771396637
80803,1,9.093782901764
80804,2,6.470103025436
80805,1,8.881641864777
80806,2,5.799528598785
80807,1,9.031048774719
80808,2,5.593635320663
80809,1,8.314923763275
80810,2,4.303568005562
80811,1,8.548851251602
80812,2,5.93843460083
80813,1,6.931935787201
80814,2,4.563496112823
80815,1,9.222561836243
80816,2,5.791842937469
80817,1,8.618584156036
80818,2,6.403777599335
80819,1,8.15394282341
80820,2,5.38289308548
80821,1,9.797831535339
80822,2,6.737333297729
80823,1,8.5447742939
80824,2,7.402723789215
80825,1,8.445531606674
80826,2,5.983338356018
80827,1,10.149587631226
80828,2,8.425024032593
80829,1,9.884358406067
80830,2,3.573575854301
80831,1,7.942297697067
80832,2,6.810661792755
80833,1,8.214916944504
80834,2,6.399459838867
80835,1,7.337508440018
80836,2,6.918195724487
80837,1,8.843010187149
80838,2,5.273933649063
80839,1,10.444714546204
80840,2,3.657922744751
80841,1,9.675037384033
80842,2,4.64430809021
80843,1,6.835626244545
80844,2,7.689999580383
80845,1,9.846845626831
80846,2,6.306230306625
80847,1,7.178360462189
80848,2,5.397305488586
80849,1,6.440300822258
80850,2,5.331106901169
80851,1,9.865596294403
80852,2,4.920186042786
80853,1,9.728026390076
80854,2,5.712517976761
80855,1,7.814455270767
80856,2,7.885891914368
80857,1,6.820539355278
80858,2,7.483890533447
80859,1,7.080234050751
80860,2,5.524155855179
80861,1,7.730166196823
80862,2,7.591879844666
80863,1,9.15981388092
80864,2,4.870051145554
80865,1,8.594637870789
80866,2,5.809622049332
80867,1,9.63431930542
80868,2,4.992276191711
80869,1,7.719940423965
80870,2,5.931221485138
80871,1,8.568495988846
80872,2,4.764796495438
80873,1,7.585903406143
80874,2,6.453349590302
80875,1,7.599210500717
80876,2,3.043419599533
80877,1,7.652752876282
80878,2,6.051772117615
80879,1,10.108141422272
80880,2,7.051783561707
80881,1,9.608251571655
80882,2,4.997826576233
80883,1,8.655678272247
80884,2,6.474789857864
80885,1,8.302729129791
80886,2,5.139963388443
80887,1,6.270965576172
80888,2,5.516741991043
80889,1,7.304915904999
80890,2,6.017568826675
80891,1,8.213153839111
80892,2,6.16147685051
80893,1,7.756735801697
80894,2,4.493799448013
80895,1,11.121073722839
80896,2,6.887626171112
80897,1,6.148366928101
80898,2,4.243832945824
80899,1,8.733491897583
80900,2,4.978993654251
80901,1,7.967541694641
80902,2,6.037459135056
80903,1,6.887182712555
80904,2,5.714378356934
80905,1,8.397695541382
80906,2,6.566776752472
80907,1,7.176262378693
80908,2,3.850468873978
80909,1,6.874022722244
80910,2,5.762254714966
80911,1,6.131371378899
80912,2,6.132255077362
80913,1,10.126509666443
80914,2,6.716615200043
80915,1,8.591001033783
80916,2,6.268491983414
80917,1,6.020560383797
80918,2,6.692849636078
80919,1,8.571459054947
80920,2,7.063237190247
80921,1,8.513855695724
80922,2,6.3459815979
80923,1,9.161158561707
80924,2,5.605160713196
80925,1,7.741037368774
80926,2,7.428009033203
80927,1,8.939006567001
80928,2,6.286503314972
80929,1,7.24730682373
80930,2,6.475932836533
80931,1,9.738615989685
80932,2,6.315000534058
80933,1,5.627430319786
80934,2,4.757005929947
80935,1,7.317472219467
80936,2,7.218160152435
80937,1,7.755323171616
80938,2,5.444704771042
80939,1,8.73326420784
80940,2,4.60711312294
80941,1,8.119955301285
80942,2,5.311108827591
80943,1,8.549517631531
80944,2,6.38812994957
80945,1,6.901718616486
80946,2,5.966009140015
80947,1,9.725597858429
80948,2,8.459921836853
80949,1,7.750942468643
80950,2,5.508622646332
80951,1,8.305466413498
80952,2,5.013397455215
80953,1,7.585544347763
80954,2,5.794538021088
80955,1,10.3354139328
80956,2,3.977344751358
80957,1,8.276655435562
80958,2,2.54372882843
80959,1,6.250919699669
80960,2,5.053941965103
80961,1,7.638780117035
80962,2,5.713265657425
80963,1,7.105188131332
80964,2,6.039879798889
80965,1,6.748466014862
80966,2,5.850288391113
80967,1,7.498837947845
80968,2,5.56285238266
80969,1,8.245321273804
80970,2,6.232662439346
80971,1,8.344314098358
80972,2,4.804465770721
80973,1,8.209030389786
80974,2,6.242875576019
80975,1,9.295398235321
80976,2,6.010725975037
80977,1,7.176132202148
80978,2,6.707670211792
80979,1,7.481327533722
80980,2,5.790185451508
80981,1,7.987210512161
80982,2,2.705966472626
80983,1,7.600231647491
80984,2,6.340227127075
80985,1,8.746417760849
80986,2,6.160288572311
80987,1,9.293950080872
80988,2,6.519846439362
80989,1,5.611644268036
80990,2,5.808274030685
80991,1,5.988874673843
80992,2,3.754479885101
80993,1,7.422191381454
80994,2,4.292310714722
80995,1,5.990373492241
80996,2,6.189791440964
80997,1,7.431934356689
80998,2,5.071714162827
80999,1,6.958371281624
81000,2,4.5438580513
90001,1,9.627226829529
90002,2,6.432334184647
90003,1,9.524174690247
90004,2,7.28718328476
90005,1,8.1945977211
90006,2,8.170497894287
90007,1,10.565602302551
90008,2,6.949090957642
90009,1,7.281107664108
90010,2,6.684024333954
90011,1,10.924250125885
90012,2,6.396758079529
90013,1,6.820820808411
90014,2,8.747521400452
90015,1,9.260253429413
90016,2,7.71383523941
90017,1,9.092648029327
90018,2,7.237043857574
90019,1,9.065475463867
90020,2,7.700014591217
90021,1,10.545252799988
90022,2,7.344080448151
90023,1,7.053153991699
90024,2,7.538453102112
90025,1,9.012283802032
90026,2,5.075364589691
90027,1,8.599257707596
90028,2,5.962854385376
90029,1,10.263004779816
90030,2,6.250116586685
90031,1,9.139972686768
90032,2,9.107322692871
90033,1,10.476182937622
90034,2,7.362833023071
90035,1,10.921839237213
90036,2,6.898882389069
90037,1,9.174292564392
90038,2,4.630279064178
90039,1,8.516522169113
90040,2,6.647532463074
90041,1,11.283935546875
90042,2,6.240237474442
90043,1,8.808868169785
90044,2,8.892314910889
90045,1,9.704979419708
90046,2,6.845139503479
90047,1,8.714849710464
90048,2,4.859572649002
90049,1,5.949555516243
90050,2,6.647190570831
90051,1,7.56453037262
90052,2,5.078789710999
90053,1,8.190906524658
90054,2,7.25517988205
90055,1,11.041053771973
90056,2,7.27067232132
90057,1,7.949159383774
90058,2,6.605056285858
90059,1,6.248296380043
90060,2,5.74979019165
90061,1,8.789093017578
90062,2,4.459888219833
90063,1,11.337072849274
90064,2,8.663259983063
90065,1,8.601112127304
90066,2,6.063804149628
90067,1,9.781118869781
90068,2,6.67321395874
90069,1,8.140455245972
90070,2,6.55952167511
90071,1,8.60480761528
90072,2,5.702931165695
90073,1,8.45069694519
90074,2,7.459397792816
90075,1,9.914267063141
90076,2,3.896077871323
90077,1,9.235792160034
90078,2,6.7750415802
90079,1,9.693474292755
90080,2,8.269931793213
90081,1,9.732711315155
90082,2,7.050995826721
90083,1,8.955189228058
90084,2,7.258568763733
90085,1,7.738217830658
90086,2,5.517417430878
90087,1,9.808920383453
90088,2,6.926045417786
90089,1,8.271840810776
90090,2,4.839442253113
90091,1,9.77417755127
90092,2,4.930052757263
90093,1,10.019918441772
90094,2,7.274342060089
90095,1,8.142305374146
90096,2,6.413842916489
90097,1,10.421320915222
90098,2,4.38508951664
90099,1,6.564365029335
90100,2,3.998075485229
90101,1,8.919128417969
90102,2,6.197261333466
90103,1,9.5884308815
90104,2,6.642432689667
90105,1,8.523193836212
90106,2,8.196141719818
90107,1,8.993679285049
90108,2,3.02858877182
90109,1,8.241452217102
90110,2,5.150291919708
90111,1,6.176064491272
90112,2,7.030240535736
90113,1,11.707671642303
90114,2,7.199584007263
90115,1,5.586969137192
90116,2,7.223903656006
90117,1,8.942784547806
90118,2,6.574283123016
90119,1,7.47068977356
90120,2,5.702164888382
90121,1,7.100577354431
90122,2,7.030747890472
90123,1,9.7001953125
90124,2,6.715809345245
90125,1,6.614113330841
90126,2,4.893984079361
90127,1,7.273791074753
90128,2,5.180507659912
90129,1,8.572348833084
90130,2,7.403807163239
90131,1,9.141997337341
90132,2,7.8770570755
90133,1,9.723676681519
90134,2,4.504642248154
90135,1,8.783142805099
90136,2,5.813880443573
90137,1,8.899413585663
90138,2,6.646861553192
90139,1,7.24883055687
90140,2,5.99122428894
90141,1,6.042946457863
90142,2,7.442056655884
90143,1,8.972676515579
90144,2,4.94863653183
90145,1,7.945612430573
90146,2,7.95251750946
90147,1,8.424142837524
90148,2,7.258470535278
90149,1,7.177467823029
90150,2,6.650817871094
90151,1,8.520381212234
90152,2,8.200066566467
90153,1,8.954962253571
90154,2,7.435789108276
90155,1,8.622223377228
90156,2,6.335024118423
90157,1,7.456165313721
90158,2,6.751436233521
90159,1,7.439484834671
90160,2,6.909161567688
90161,1,9.451968193054
90162,2,5.094569206238
90163,1,10.14900970459
90164,2,5.854603290558
